time_step,met_demand,unmet_demand,iteration_cost,cumulative_cost,vertiport_counts
55,589.0,195,8260.110947591967,377808.05285810324,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 12, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 10}"
56,530.0,176,7636.824549039973,385444.87740714324,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
57,632.0,210,8870.584423471973,394315.46183061524,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
58,837.0,279,11320.395142687981,405635.85697330325,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 10, 'Vertiport_9': 10, 'Vertiport_10': 10}"
59,783.0,261,11198.943741391995,416834.80071469524,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 10, 'Vertiport_9': 10, 'Vertiport_10': 10}"
60,911.0,301,13052.771988064002,429887.57270275924,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 12, 'Vertiport_7': 10, 'Vertiport_8': 7, 'Vertiport_9': 10, 'Vertiport_10': 11}"
61,987.0,327,13609.820254548005,443497.3929573072,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 12, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 7, 'Vertiport_9': 11, 'Vertiport_10': 10}"
62,965.0,321,13698.298183744007,457195.69114105124,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
63,919.0,303,12737.02768106399,469932.7188221152,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 12, 'Vertiport_5': 10, 'Vertiport_6': 12, 'Vertiport_7': 10, 'Vertiport_8': 6, 'Vertiport_9': 10, 'Vertiport_10': 11}"
64,976.0,324,13951.663697252005,483884.3825193672,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 11, 'Vertiport_10': 10}"
65,1149.0,381,16293.586526720012,500177.96904608724,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
66,1129.0,375,15743.059175952014,515921.0282220392,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 12, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 10}"
67,1176.0,390,16111.956005040016,532032.9842270792,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 12, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 11}"
68,1251.0,415,17719.13673316802,549752.1209602472,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
69,1160.0,384,16213.274841992015,565965.3958022393,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 12, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 8}"
70,1191.0,395,16334.515029440023,582299.9108316794,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 12, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 11}"
71,1200.0,398,17296.16810949603,599596.0789411754,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 8, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 12}"
72,1262.0,418,17659.903653972025,617255.9825951473,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 12, 'Vertiport_7': 10, 'Vertiport_8': 7, 'Vertiport_9': 11, 'Vertiport_10': 11}"
73,1196.0,398,16784.97440302801,634040.9569981754,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 11, 'Vertiport_9': 9, 'Vertiport_10': 10}"
74,1215.0,403,17298.462241372028,651339.4192395473,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 9, 'Vertiport_10': 10}"
75,1236.0,410,16834.845869360015,668174.2651089074,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
76,1254.0,414,17169.928450364012,685344.1935592714,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 12, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 12, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 9, 'Vertiport_10': 8}"
77,1300.0,428,18013.738166272036,703357.9317255435,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 11, 'Vertiport_4': 14, 'Vertiport_5': 10, 'Vertiport_6': 13, 'Vertiport_7': 10, 'Vertiport_8': 3, 'Vertiport_9': 10, 'Vertiport_10': 9}"
78,1232.0,408,16972.133035940034,720330.0647614835,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 12, 'Vertiport_7': 10, 'Vertiport_8': 6, 'Vertiport_9': 11, 'Vertiport_10': 10}"
79,1261.0,419,17982.278153304025,738312.3429147875,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 11, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 9}"
80,1320.0,438,18048.262000088034,756360.6049148755,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 11}"
81,1360.0,452,18602.071534040017,774962.6764489155,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 10}"
82,1400.0,464,20416.50092353202,795379.1773724476,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 11, 'Vertiport_10': 11}"
83,1445.0,481,20936.584744208005,816315.7621166556,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
84,1259.0,417,17275.17832163204,833590.9404382877,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 11, 'Vertiport_4': 11, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 9}"
85,1243.0,411,17860.316974664027,851451.2574129517,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 9, 'Vertiport_4': 12, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 8, 'Vertiport_9': 10, 'Vertiport_10': 11}"
86,1262.0,418,17305.54077910803,868756.7981920597,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 10, 'Vertiport_9': 9, 'Vertiport_10': 10}"
87,1293.0,431,17871.101132720025,886627.8993247797,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 10, 'Vertiport_7': 10, 'Vertiport_8': 10, 'Vertiport_9': 10, 'Vertiport_10': 10}"
88,1221.0,405,16943.133060120024,903571.0323848998,"{'Vertiport_1': 10, 'Vertiport_2': 10, 'Vertiport_3': 10, 'Vertiport_4': 10, 'Vertiport_5': 10, 'Vertiport_6': 11, 'Vertiport_7': 10, 'Vertiport_8': 9, 'Vertiport_9': 10, 'Vertiport_10': 10}"
