time_step,met_demand,unmet_demand,iteration_cost,cumulative_cost,vertiport_counts
32,657.0,211,9342.630521811981,144527.54120831972,"{'Vertiport_1': 20, 'Vertiport_2': 17, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 18, 'Vertiport_7': 22, 'Vertiport_8': 21, 'Vertiport_9': 22, 'Vertiport_10': 20}"
33,690.0,218,9176.227925999983,153703.7691343197,"{'Vertiport_1': 20, 'Vertiport_2': 19, 'Vertiport_3': 20, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 18, 'Vertiport_7': 23, 'Vertiport_8': 16, 'Vertiport_9': 22, 'Vertiport_10': 20}"
34,657.0,213,8642.389231983976,162346.1583663037,"{'Vertiport_1': 20, 'Vertiport_2': 19, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 18, 'Vertiport_7': 21, 'Vertiport_8': 21, 'Vertiport_9': 20, 'Vertiport_10': 20}"
35,601.0,197,8222.174065827965,170568.33243213166,"{'Vertiport_1': 20, 'Vertiport_2': 18, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 19, 'Vertiport_8': 20, 'Vertiport_9': 22, 'Vertiport_10': 20}"
36,694.0,226,9579.873917747998,180148.20634987965,"{'Vertiport_1': 20, 'Vertiport_2': 18, 'Vertiport_3': 20, 'Vertiport_4': 23, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 19, 'Vertiport_8': 17, 'Vertiport_9': 22, 'Vertiport_10': 20}"
37,733.0,237,9985.11710227599,190133.32345215563,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 23, 'Vertiport_7': 19, 'Vertiport_8': 18, 'Vertiport_9': 18, 'Vertiport_10': 20}"
38,662.0,216,9599.655119471992,199732.9785716276,"{'Vertiport_1': 20, 'Vertiport_2': 23, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 20, 'Vertiport_9': 17, 'Vertiport_10': 20}"
39,700.0,228,9119.319896791983,208852.29846841958,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 23, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 15, 'Vertiport_9': 19, 'Vertiport_10': 20}"
40,682.0,224,9783.455922855983,218635.75439127558,"{'Vertiport_1': 20, 'Vertiport_2': 24, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 16, 'Vertiport_10': 20}"
41,721.0,239,10009.58969818798,228645.34408946356,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 19, 'Vertiport_8': 20, 'Vertiport_9': 19, 'Vertiport_10': 20}"
42,673.0,221,9583.341365123988,238228.68545458754,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 17, 'Vertiport_10': 20}"
43,701.0,231,9560.03535968798,247788.72081427553,"{'Vertiport_1': 20, 'Vertiport_2': 23, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 17, 'Vertiport_10': 20}"
44,698.0,230,9530.551175919984,257319.2719901955,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 18, 'Vertiport_10': 20}"
45,702.0,232,9821.165275239977,267140.43726543547,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 18, 'Vertiport_10': 20}"
46,716.0,238,9939.192555815982,277079.62982125144,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 20}"
47,789.0,261,10862.500222415996,287942.13004366745,"{'Vertiport_1': 20, 'Vertiport_2': 23, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 20, 'Vertiport_9': 17, 'Vertiport_10': 20}"
48,704.0,232,10347.986356607986,298290.11640027544,"{'Vertiport_1': 20, 'Vertiport_2': 24, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 20, 'Vertiport_9': 16, 'Vertiport_10': 20}"
49,674.0,220,9388.671533963978,307678.78793423943,"{'Vertiport_1': 20, 'Vertiport_2': 25, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 19, 'Vertiport_8': 19, 'Vertiport_9': 15, 'Vertiport_10': 20}"
50,654.0,216,9113.67733829598,316792.4652725354,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 19, 'Vertiport_10': 20}"
51,695.0,227,9557.584794903978,326350.0500674394,"{'Vertiport_1': 20, 'Vertiport_2': 23, 'Vertiport_3': 19, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 17, 'Vertiport_10': 21}"
52,591.0,193,7641.533122631964,333991.58319007134,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 21, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 17, 'Vertiport_9': 18, 'Vertiport_10': 19}"
53,606.0,198,8061.597085679965,342053.1802757513,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 18, 'Vertiport_8': 16, 'Vertiport_9': 22, 'Vertiport_10': 20}"
54,601.0,199,8792.132895031982,350845.3131707833,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 19, 'Vertiport_10': 20}"
55,589.0,195,8260.110947591967,359105.42411837523,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 20, 'Vertiport_10': 20}"
56,530.0,176,7636.824549039973,366742.24866741523,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 20}"
57,630.0,208,8737.435584751973,375479.6842521672,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 18, 'Vertiport_10': 20}"
58,836.0,278,11303.007469483982,386782.6917216512,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 19, 'Vertiport_8': 20, 'Vertiport_9': 20, 'Vertiport_10': 20}"
59,783.0,261,11198.943741391995,397981.6354630432,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 20, 'Vertiport_9': 20, 'Vertiport_10': 20}"
60,908.0,298,12902.23547614,410883.87093918317,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 19, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 23, 'Vertiport_7': 19, 'Vertiport_8': 17, 'Vertiport_9': 18, 'Vertiport_10': 21}"
61,985.0,325,13476.671415828005,424360.54235501116,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 17, 'Vertiport_9': 19, 'Vertiport_10': 20}"
62,962.0,318,13547.761671820004,437908.3040268312,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 19, 'Vertiport_8': 19, 'Vertiport_9': 18, 'Vertiport_10': 20}"
63,917.0,301,12603.878842343991,450512.18286917516,"{'Vertiport_1': 20, 'Vertiport_2': 22, 'Vertiport_3': 19, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 16, 'Vertiport_9': 18, 'Vertiport_10': 21}"
64,975.0,323,13885.089277892002,464397.2721470672,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 20, 'Vertiport_10': 20}"
65,1147.0,379,16209.624434156012,480606.8965812232,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 19, 'Vertiport_8': 19, 'Vertiport_9': 19, 'Vertiport_10': 20}"
66,1128.0,374,15676.484756592012,496283.3813378152,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 19, 'Vertiport_10': 20}"
67,1173.0,387,16010.606239272016,512293.9875770872,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 19, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 24, 'Vertiport_7': 18, 'Vertiport_8': 18, 'Vertiport_9': 19, 'Vertiport_10': 21}"
68,1250.0,414,17652.562313808015,529946.5498908953,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 19, 'Vertiport_10': 20}"
69,1158.0,382,16129.312749428016,546075.8626403232,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 22, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 19, 'Vertiport_8': 18, 'Vertiport_9': 19, 'Vertiport_10': 18}"
70,1191.0,395,16334.515029440023,562410.3776697633,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 19, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 20, 'Vertiport_10': 21}"
71,1199.0,397,17229.59369013603,579639.9713598993,"{'Vertiport_1': 20, 'Vertiport_2': 21, 'Vertiport_3': 18, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 19, 'Vertiport_10': 22}"
72,1262.0,418,17659.903653972025,597299.8750138714,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 19, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 17, 'Vertiport_9': 21, 'Vertiport_10': 21}"
73,1196.0,398,16784.97440302801,614084.8494168994,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 21, 'Vertiport_9': 19, 'Vertiport_10': 20}"
74,1215.0,403,17298.462241372028,631383.3116582714,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 19, 'Vertiport_10': 20}"
75,1236.0,410,16834.845869360015,648218.1575276314,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 20}"
76,1254.0,414,17169.928450364012,665388.0859779954,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 22, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 19, 'Vertiport_10': 18}"
77,1300.0,428,18013.738166272036,683401.8241442675,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 21, 'Vertiport_4': 24, 'Vertiport_5': 20, 'Vertiport_6': 23, 'Vertiport_7': 20, 'Vertiport_8': 13, 'Vertiport_9': 20, 'Vertiport_10': 19}"
78,1232.0,408,16972.133035940034,700373.9571802075,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 22, 'Vertiport_7': 20, 'Vertiport_8': 16, 'Vertiport_9': 21, 'Vertiport_10': 20}"
79,1261.0,419,17982.278153304025,718356.2353335115,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 21, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 19}"
80,1320.0,438,18048.262000088034,736404.4973335995,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 19, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 20, 'Vertiport_10': 21}"
81,1360.0,452,18602.071534040017,755006.5688676395,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 20, 'Vertiport_10': 20}"
82,1400.0,464,20416.50092353202,775423.0697911716,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 19, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 21, 'Vertiport_10': 21}"
83,1445.0,481,20936.584744208005,796359.6545353796,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 20}"
84,1259.0,417,17275.17832163204,813634.8328570117,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 21, 'Vertiport_4': 21, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 19}"
85,1243.0,411,17860.316974664027,831495.1498316757,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 19, 'Vertiport_4': 22, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 18, 'Vertiport_9': 20, 'Vertiport_10': 21}"
86,1262.0,418,17305.54077910803,848800.6906107838,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 20, 'Vertiport_9': 19, 'Vertiport_10': 20}"
87,1293.0,431,17871.101132720025,866671.7917435038,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 20, 'Vertiport_7': 20, 'Vertiport_8': 20, 'Vertiport_9': 20, 'Vertiport_10': 20}"
88,1221.0,405,16943.133060120024,883614.9248036238,"{'Vertiport_1': 20, 'Vertiport_2': 20, 'Vertiport_3': 20, 'Vertiport_4': 20, 'Vertiport_5': 20, 'Vertiport_6': 21, 'Vertiport_7': 20, 'Vertiport_8': 19, 'Vertiport_9': 20, 'Vertiport_10': 20}"
