Vertiport,Latitude,Longitude,Grid_ID
Vertiport_1,37.7685643,-122.465075,646
Vertiport_2,37.7955643,-122.411075,782
Vertiport_3,37.7550643,-122.42457499999999,583
Vertiport_4,37.7955643,-122.42457499999999,781
