start,end,flow,distance
653,604,2,203.08339376122788
653,604,2,208.08339376122788
650,653,4,315.5988463771659
650,653,2,310.5988463771659
650,653,3,305.5988463771659
650,653,6,300.5988463771659
650,653,1,285.5988463771659
650,653,1,275.5988463771659
650,653,2,270.5988463771659
653,604,5,198.08339376122788
653,604,5,203.08339376122788
653,604,1,208.08339376122788
650,653,6,305.5988463771659
650,653,7,300.5988463771659
650,653,8,295.5988463771659
650,653,1,290.5988463771659
650,653,1,205.5988463771659
650,653,1,250.5988463771659
650,653,1,215.5988463771659
653,604,1,208.08339376122788
650,653,1,275.5988463771659
653,604,1,183.08339376122788
653,604,1,188.08339376122788
653,604,5,193.08339376122788
653,604,12,198.08339376122788
653,604,2,203.08339376122788
650,653,2,305.5988463771659
650,653,4,300.5988463771659
650,653,4,295.5988463771659
650,653,12,290.5988463771659
650,653,2,285.5988463771659
650,653,1,205.5988463771659
650,653,1,195.5988463771659
653,604,1,208.08339376122788
650,499,1,165.9077520313411
653,604,1,188.08339376122788
653,604,2,193.08339376122788
650,653,1,290.5988463771659
650,653,2,285.5988463771659
650,653,1,200.5988463771659
650,653,2,195.5988463771659
650,653,1,190.5988463771659
650,653,1,245.5988463771659
653,604,1,98.08339376122788
650,653,1,180.5988463771659
653,604,1,113.08339376122788
650,653,1,205.5988463771659
650,653,1,110.5988463771659
650,653,1,150.5988463771659
653,604,1,103.08339376122788
653,604,1,113.08339376122788
650,653,1,210.5988463771659
650,653,3,200.5988463771659
650,653,1,195.5988463771659
650,653,1,115.5988463771659
650,653,1,105.5988463771659
653,604,4,103.08339376122788
650,653,2,195.5988463771659
650,653,1,110.5988463771659
653,604,1,138.08339376122788
248,96,1,111.57631366852296
604,653,1,138.08339376122788
248,96,1,116.57631366852296
604,653,1,158.08339376122788
707,706,1,101.86411557697323
604,653,1,138.08339376122788
604,499,1,121.57855110483032
604,653,1,223.08339376122788
604,653,1,208.08339376122788
604,653,1,268.08339376122785
653,604,1,148.08339376122788
650,653,1,345.5988463771659
650,499,1,110.90775203134109
653,604,1,128.08339376122788
604,653,1,198.08339376122788
604,653,1,143.08339376122788
604,653,1,138.08339376122788
604,499,1,131.57855110483032
96,248,2,136.57631366852297
96,248,1,131.57631366852297
604,653,1,188.08339376122788
604,499,2,121.57855110483032
604,653,1,208.08339376122788
248,96,1,136.57631366852297
96,248,1,131.57631366852297
604,653,1,208.08339376122788
604,653,1,188.08339376122788
604,499,3,121.57855110483032
604,499,1,126.57855110483032
604,499,1,131.57855110483032
96,248,2,136.57631366852297
650,653,1,310.5988463771659
650,653,1,265.5988463771659
650,653,1,210.5988463771659
653,604,1,183.08339376122788
653,604,1,193.08339376122788
650,653,1,290.5988463771659
653,604,1,163.08339376122788
653,604,1,193.08339376122788
653,604,1,198.08339376122788
650,653,1,270.5988463771659
650,653,1,260.5988463771659
650,653,1,250.5988463771659
653,604,1,178.08339376122788
650,653,1,275.5988463771659
650,653,1,185.5988463771659
650,653,2,200.5988463771659
653,604,1,188.08339376122788
653,604,2,193.08339376122788
650,653,3,255.5988463771659
650,653,1,245.5988463771659
650,653,1,240.5988463771659
653,604,1,168.08339376122788
653,604,2,173.08339376122788
650,653,1,275.5988463771659
650,653,1,270.5988463771659
650,653,1,190.5988463771659
653,604,2,188.08339376122788
650,653,2,255.5988463771659
650,653,1,250.5988463771659
650,653,1,240.5988463771659
650,653,1,235.5988463771659
653,604,2,163.08339376122788
653,604,1,223.08339376122788
650,653,1,240.5988463771659
650,653,1,235.5988463771659
650,653,1,255.5988463771659
653,604,2,188.08339376122788
650,653,1,230.5988463771659
653,604,1,168.08339376122788
706,707,1,81.86411557697323
604,499,1,66.57855110483032
604,653,1,178.08339376122788
604,653,1,153.08339376122788
604,499,2,91.57855110483032
604,653,1,178.08339376122788
604,653,1,163.08339376122788
604,499,1,76.57855110483032
604,499,2,91.57855110483032
604,653,1,198.08339376122788
604,653,4,183.08339376122788
604,653,1,148.08339376122788
604,499,1,116.57855110483032
604,653,2,168.08339376122788
604,499,2,71.57855110483032
604,499,3,96.57855110483032
604,499,2,101.57855110483032
604,653,1,198.08339376122788
604,653,1,193.08339376122788
604,653,1,188.08339376122788
604,653,1,183.08339376122788
604,653,2,123.08339376122788
604,499,2,116.57855110483032
604,499,1,121.57855110483032
604,499,1,126.57855110483032
604,653,1,183.08339376122788
604,653,1,178.08339376122788
604,653,1,173.08339376122788
604,653,3,168.08339376122788
604,499,1,76.57855110483032
604,499,1,86.57855110483032
604,499,3,96.57855110483032
604,499,5,101.57855110483032
604,499,4,106.57855110483032
604,499,1,111.57855110483032
604,653,3,203.08339376122788
604,653,4,198.08339376122788
604,653,4,193.08339376122788
604,653,1,103.08339376122788
604,499,2,121.57855110483032
604,653,1,158.08339376122788
604,499,2,126.57855110483032
604,653,1,198.08339376122788
604,653,1,188.08339376122788
604,653,1,183.08339376122788
604,653,2,178.08339376122788
604,653,2,173.08339376122788
604,653,1,168.08339376122788
604,499,1,91.57855110483032
604,499,3,101.57855110483032
604,499,10,106.57855110483032
604,499,2,111.57855110483032
604,499,6,116.57855110483032
604,653,2,208.08339376122788
604,653,3,203.08339376122788
604,653,18,198.08339376122788
604,653,4,193.08339376122788
604,653,1,103.08339376122788
499,604,1,126.57855110483032
604,499,1,126.57855110483032
604,499,1,131.57855110483032
96,248,1,136.57631366852297
604,653,1,188.08339376122788
604,653,2,183.08339376122788
604,499,1,96.57855110483032
604,499,2,111.57855110483032
604,499,2,116.57855110483032
604,653,3,203.08339376122788
604,653,2,198.08339376122788
604,653,2,108.08339376122788
650,653,1,315.5988463771659
650,653,1,305.5988463771659
653,604,1,288.08339376122785
653,604,1,218.08339376122788
653,604,1,223.08339376122788
650,653,1,290.5988463771659
650,653,4,280.5988463771659
653,604,1,183.08339376122788
653,604,1,188.08339376122788
653,604,2,193.08339376122788
653,604,1,198.08339376122788
653,604,2,203.08339376122788
653,604,3,208.08339376122788
653,604,1,213.08339376122788
650,653,4,310.5988463771659
650,653,5,305.5988463771659
650,653,5,300.5988463771659
650,653,1,230.5988463771659
650,653,1,210.5988463771659
650,653,1,205.5988463771659
650,653,1,245.5988463771659
653,604,1,208.08339376122788
653,604,2,218.08339376122788
650,653,1,270.5988463771659
650,653,1,260.5988463771659
653,604,1,193.08339376122788
653,604,4,198.08339376122788
653,604,4,203.08339376122788
653,604,1,208.08339376122788
650,653,2,305.5988463771659
650,653,1,300.5988463771659
650,653,12,295.5988463771659
650,653,2,290.5988463771659
650,653,1,205.5988463771659
653,604,1,208.08339376122788
650,653,1,220.5988463771659
653,604,1,213.08339376122788
653,604,1,218.08339376122788
650,653,1,270.5988463771659
650,653,4,265.5988463771659
650,653,2,255.5988463771659
653,604,2,173.08339376122788
653,604,1,178.08339376122788
653,604,3,188.08339376122788
653,604,6,193.08339376122788
653,604,5,198.08339376122788
653,604,3,203.08339376122788
650,653,4,300.5988463771659
650,653,6,295.5988463771659
650,653,17,290.5988463771659
650,653,3,285.5988463771659
650,653,1,205.5988463771659
650,653,4,200.5988463771659
650,653,1,275.5988463771659
650,653,1,265.5988463771659
650,653,1,255.5988463771659
653,604,1,183.08339376122788
653,604,1,188.08339376122788
653,604,1,193.08339376122788
653,604,3,198.08339376122788
650,653,1,295.5988463771659
650,653,1,290.5988463771659
650,653,1,205.5988463771659
650,653,1,185.5988463771659
653,604,1,93.08339376122788
653,604,2,103.08339376122788
653,604,1,183.08339376122788
653,604,1,98.08339376122788
653,604,1,103.08339376122788
653,604,4,108.08339376122788
653,604,1,113.08339376122788
650,653,2,215.5988463771659
650,653,1,210.5988463771659
650,653,3,205.5988463771659
650,653,3,200.5988463771659
653,604,2,103.08339376122788
650,653,1,205.5988463771659
650,653,1,200.5988463771659
650,653,3,195.5988463771659
650,653,1,190.5988463771659
650,653,1,110.5988463771659
96,248,1,136.57631366852297
650,653,1,160.5988463771659
248,96,1,96.57631366852296
96,248,1,136.57631366852297
604,653,1,228.08339376122788
96,248,1,136.57631366852297
604,499,1,101.57855110483032
604,499,2,121.57855110483032
604,653,1,218.08339376122788
604,653,1,213.08339376122788
604,653,1,203.08339376122788
248,96,1,161.57631366852297
248,96,1,121.57631366852296
604,499,1,96.57855110483032
650,653,1,340.5988463771659
604,653,1,158.08339376122788
653,604,1,218.08339376122788
650,653,1,210.5988463771659
653,604,1,133.08339376122788
650,653,1,250.5988463771659
653,604,2,143.08339376122788
650,653,1,220.5988463771659
604,653,1,143.08339376122788
604,499,1,121.57855110483032
604,653,1,198.08339376122788
604,653,2,138.08339376122788
604,499,1,126.57855110483032
96,248,1,136.57631366852297
604,653,1,183.08339376122788
604,499,1,116.57855110483032
604,653,1,213.08339376122788
604,653,1,208.08339376122788
604,653,1,113.08339376122788
604,499,1,116.57855110483032
604,653,2,233.08339376122788
96,248,1,136.57631366852297
96,248,1,131.57631366852297
96,248,2,126.57631366852296
248,96,1,121.57631366852296
604,653,3,203.08339376122788
604,653,2,198.08339376122788
604,499,3,126.57855110483032
604,499,1,131.57855110483032
604,653,1,213.08339376122788
604,499,1,131.57855110483032
604,499,2,131.57855110483032
650,653,1,260.5988463771659
653,604,1,168.08339376122788
653,604,1,183.08339376122788
650,653,1,255.5988463771659
650,653,3,250.5988463771659
653,604,1,183.08339376122788
650,653,1,275.5988463771659
653,604,3,188.08339376122788
653,604,2,193.08339376122788
650,653,5,250.5988463771659
650,653,1,240.5988463771659
653,604,2,168.08339376122788
653,604,1,173.08339376122788
653,604,4,178.08339376122788
650,653,1,285.5988463771659
650,653,1,195.5988463771659
650,653,2,240.5988463771659
653,604,1,163.08339376122788
653,604,1,168.08339376122788
653,604,1,173.08339376122788
650,653,2,275.5988463771659
650,653,1,270.5988463771659
650,653,2,265.5988463771659
653,604,1,183.08339376122788
650,499,2,140.9077520313411
650,653,2,265.5988463771659
653,604,1,173.08339376122788
653,604,1,183.08339376122788
706,707,1,96.86411557697323
653,650,1,180.5988463771659
499,604,1,91.57855110483032
706,707,1,56.86411557697323
499,650,1,180.9077520313411
604,653,1,153.08339376122788
604,499,1,86.57855110483032
604,653,2,183.08339376122788
604,653,1,178.08339376122788
604,499,1,86.57855110483032
604,499,1,96.57855110483032
604,653,1,158.08339376122788
604,499,2,76.57855110483032
604,499,1,86.57855110483032
604,499,1,101.57855110483032
604,653,1,183.08339376122788
604,499,1,111.57855110483032
604,499,1,116.57855110483032
604,653,2,168.08339376122788
604,653,3,163.08339376122788
604,499,1,96.57855110483032
604,499,2,101.57855110483032
604,653,1,203.08339376122788
604,653,2,193.08339376122788
604,653,1,188.08339376122788
604,499,4,121.57855110483032
604,653,1,178.08339376122788
604,653,2,173.08339376122788
604,653,1,168.08339376122788
604,653,1,163.08339376122788
604,499,1,81.57855110483032
604,499,2,96.57855110483032
604,499,6,101.57855110483032
604,499,3,106.57855110483032
604,499,1,111.57855110483032
604,653,1,208.08339376122788
604,653,1,203.08339376122788
604,653,1,198.08339376122788
604,653,6,193.08339376122788
604,499,1,121.57855110483032
604,653,1,113.08339376122788
604,499,1,101.57855110483032
604,499,1,121.57855110483032
604,499,2,126.57855110483032
604,499,1,131.57855110483032
604,653,1,188.08339376122788
604,653,1,183.08339376122788
604,653,1,178.08339376122788
604,653,1,168.08339376122788
604,499,1,81.57855110483032
604,499,2,96.57855110483032
604,499,4,101.57855110483032
604,499,5,106.57855110483032
604,499,8,111.57855110483032
604,499,1,116.57855110483032
604,653,1,213.08339376122788
604,653,2,208.08339376122788
604,653,4,203.08339376122788
604,653,8,198.08339376122788
604,653,7,193.08339376122788
604,653,1,113.08339376122788
604,653,1,108.08339376122788
604,499,1,126.57855110483032
604,499,1,126.57855110483032
604,653,2,183.08339376122788
604,653,1,173.08339376122788
604,499,1,96.57855110483032
604,499,1,111.57855110483032
604,499,1,121.57855110483032
604,653,1,218.08339376122788
604,653,5,203.08339376122788
604,653,1,198.08339376122788
604,653,1,118.08339376122788
604,653,1,113.08339376122788
653,604,1,228.08339376122788
650,653,1,285.5988463771659
653,604,1,203.08339376122788
653,604,1,208.08339376122788
653,604,1,213.08339376122788
650,653,2,305.5988463771659
650,653,1,230.5988463771659
653,604,1,223.08339376122788
650,653,1,300.5988463771659
650,653,1,285.5988463771659
650,653,1,270.5988463771659
653,604,1,193.08339376122788
653,604,1,198.08339376122788
653,604,2,203.08339376122788
653,604,5,208.08339376122788
653,604,2,213.08339376122788
650,653,3,315.5988463771659
650,653,3,310.5988463771659
650,653,3,305.5988463771659
650,653,2,300.5988463771659
650,653,1,295.5988463771659
650,653,1,210.5988463771659
653,604,1,203.08339376122788
653,604,1,218.08339376122788
650,653,2,275.5988463771659
650,653,1,270.5988463771659
650,653,1,265.5988463771659
653,604,1,193.08339376122788
653,604,2,198.08339376122788
653,604,1,203.08339376122788
650,653,1,310.5988463771659
650,653,9,305.5988463771659
650,653,4,300.5988463771659
650,653,6,295.5988463771659
650,653,2,290.5988463771659
650,653,1,200.5988463771659
653,604,1,268.08339376122785
650,653,2,275.5988463771659
650,653,1,265.5988463771659
650,653,2,260.5988463771659
653,604,1,188.08339376122788
653,604,2,193.08339376122788
653,604,6,198.08339376122788
653,604,4,203.08339376122788
650,653,3,300.5988463771659
650,653,3,295.5988463771659
650,653,10,290.5988463771659
650,653,1,285.5988463771659
650,653,1,205.5988463771659
650,653,3,200.5988463771659
650,653,1,270.5988463771659
653,604,1,223.08339376122788
653,604,1,203.08339376122788
653,604,1,183.08339376122788
653,604,2,193.08339376122788
653,604,3,198.08339376122788
650,653,1,305.5988463771659
650,653,1,290.5988463771659
650,653,2,285.5988463771659
650,653,2,280.5988463771659
650,653,1,200.5988463771659
650,653,2,190.5988463771659
650,653,1,225.5988463771659
653,604,1,88.08339376122788
650,653,1,115.5988463771659
650,653,1,180.5988463771659
653,604,2,103.08339376122788
653,604,1,108.08339376122788
650,653,2,210.5988463771659
650,653,2,205.5988463771659
650,653,3,200.5988463771659
650,653,1,195.5988463771659
650,653,1,105.5988463771659
653,604,3,103.08339376122788
653,604,1,108.08339376122788
650,653,1,205.5988463771659
650,653,1,195.5988463771659
650,653,1,105.5988463771659
604,653,1,213.08339376122788
604,653,1,213.08339376122788
604,653,1,158.08339376122788
604,653,1,133.08339376122788
604,499,1,121.57855110483032
604,499,1,126.57855110483032
604,653,1,208.08339376122788
604,653,1,253.08339376122788
96,248,1,171.57631366852297
653,604,1,243.08339376122788
653,604,1,133.08339376122788
653,604,1,133.08339376122788
650,653,1,230.5988463771659
650,653,1,220.5988463771659
604,653,1,143.08339376122788
604,499,1,121.57855110483032
604,499,3,131.57855110483032
96,248,2,136.57631366852297
604,653,1,178.08339376122788
604,653,1,173.08339376122788
604,499,1,116.57855110483032
604,653,1,218.08339376122788
604,653,1,208.08339376122788
96,248,1,136.57631366852297
604,653,2,143.08339376122788
96,248,2,136.57631366852297
604,653,1,193.08339376122788
604,653,2,188.08339376122788
604,499,1,121.57855110483032
604,499,1,126.57855110483032
604,653,1,223.08339376122788
604,653,1,218.08339376122788
604,653,1,213.08339376122788
604,653,1,208.08339376122788
604,653,1,123.08339376122788
604,653,1,228.08339376122788
604,653,1,223.08339376122788
653,604,1,278.08339376122785
650,653,1,280.5988463771659
653,604,1,188.08339376122788
653,604,1,163.08339376122788
650,653,1,280.5988463771659
650,653,1,190.5988463771659
653,604,1,198.08339376122788
650,653,1,275.5988463771659
650,653,1,270.5988463771659
650,653,1,260.5988463771659
650,653,1,250.5988463771659
653,604,3,178.08339376122788
653,604,1,183.08339376122788
650,653,1,280.5988463771659
650,653,1,275.5988463771659
650,653,1,205.5988463771659
650,653,1,200.5988463771659
653,604,2,193.08339376122788
653,604,2,198.08339376122788
650,653,2,255.5988463771659
650,653,1,250.5988463771659
650,653,1,245.5988463771659
650,653,2,240.5988463771659
653,604,2,173.08339376122788
653,604,2,178.08339376122788
650,653,1,280.5988463771659
650,653,1,270.5988463771659
653,604,1,183.08339376122788
653,604,1,188.08339376122788
650,653,1,250.5988463771659
650,653,2,240.5988463771659
650,653,1,235.5988463771659
653,604,2,173.08339376122788
653,604,2,178.08339376122788
650,653,1,275.5988463771659
650,653,1,240.5988463771659
653,604,1,163.08339376122788
650,653,1,235.5988463771659
653,604,1,163.08339376122788
650,653,1,255.5988463771659
499,604,1,91.57855110483032
499,604,1,81.57855110483032
604,499,1,101.57855110483032
604,499,1,66.57855110483032
604,499,1,106.57855110483032
604,653,1,158.08339376122788
604,653,1,188.08339376122788
604,653,2,178.08339376122788
604,653,1,173.08339376122788
604,653,1,158.08339376122788
604,499,1,91.57855110483032
604,499,1,96.57855110483032
604,653,1,188.08339376122788
604,653,1,183.08339376122788
604,653,1,168.08339376122788
604,653,2,163.08339376122788
604,499,2,86.57855110483032
604,499,1,96.57855110483032
604,499,1,101.57855110483032
604,653,1,203.08339376122788
604,653,2,198.08339376122788
604,653,2,188.08339376122788
604,653,1,98.08339376122788
604,653,1,193.08339376122788
604,653,1,168.08339376122788
604,499,2,86.57855110483032
604,499,4,96.57855110483032
604,499,4,101.57855110483032
604,499,4,106.57855110483032
604,653,1,203.08339376122788
604,653,5,198.08339376122788
604,653,4,193.08339376122788
604,653,1,188.08339376122788
707,706,1,91.86411557697323
604,653,1,128.08339376122788
604,499,2,121.57855110483032
604,653,1,183.08339376122788
604,653,1,178.08339376122788
604,653,4,173.08339376122788
604,499,9,101.57855110483032
604,499,5,106.57855110483032
604,499,7,111.57855110483032
604,499,4,116.57855110483032
604,653,3,208.08339376122788
604,653,4,203.08339376122788
604,653,12,198.08339376122788
604,653,4,193.08339376122788
604,653,2,118.08339376122788
604,653,1,108.08339376122788
604,653,1,103.08339376122788
604,499,1,131.57855110483032
604,653,1,183.08339376122788
604,653,3,178.08339376122788
604,499,1,106.57855110483032
604,499,2,111.57855110483032
604,499,7,116.57855110483032
604,499,1,121.57855110483032
604,653,2,213.08339376122788
604,653,1,208.08339376122788
604,653,4,203.08339376122788
604,653,3,198.08339376122788
604,653,1,113.08339376122788
604,653,1,183.08339376122788
653,604,1,198.08339376122788
650,653,1,320.5988463771659
650,653,1,315.5988463771659
650,653,1,305.5988463771659
650,653,1,300.5988463771659
650,653,1,225.5988463771659
650,653,1,210.5988463771659
650,653,1,290.5988463771659
650,653,1,280.5988463771659
650,653,1,265.5988463771659
650,499,1,180.9077520313411
653,604,1,188.08339376122788
653,604,2,193.08339376122788
653,604,1,203.08339376122788
653,604,3,208.08339376122788
650,653,2,315.5988463771659
650,653,3,310.5988463771659
650,653,5,305.5988463771659
650,653,6,300.5988463771659
650,653,2,295.5988463771659
650,653,1,220.5988463771659
650,653,1,215.5988463771659
653,604,1,218.08339376122788
650,653,2,270.5988463771659
653,604,4,183.08339376122788
653,604,2,193.08339376122788
653,604,2,198.08339376122788
653,604,3,203.08339376122788
653,604,2,208.08339376122788
650,653,1,310.5988463771659
650,653,6,305.5988463771659
650,653,3,300.5988463771659
650,653,6,295.5988463771659
650,653,2,205.5988463771659
650,653,1,200.5988463771659
650,653,1,220.5988463771659
650,653,1,215.5988463771659
650,653,2,270.5988463771659
653,604,1,183.08339376122788
653,604,2,188.08339376122788
653,604,4,193.08339376122788
653,604,6,198.08339376122788
653,604,1,203.08339376122788
650,653,1,305.5988463771659
650,653,2,300.5988463771659
650,653,2,295.5988463771659
650,653,11,290.5988463771659
650,653,4,285.5988463771659
650,653,5,200.5988463771659
650,653,4,195.5988463771659
653,604,1,208.08339376122788
653,604,1,168.08339376122788
653,604,2,193.08339376122788
650,653,2,290.5988463771659
650,653,4,285.5988463771659
650,653,2,190.5988463771659
650,653,1,250.5988463771659
650,653,1,230.5988463771659
650,653,1,215.5988463771659
650,653,1,120.5988463771659
650,653,1,175.5988463771659
650,653,1,170.5988463771659
653,604,3,103.08339376122788
653,604,1,108.08339376122788
650,653,3,210.5988463771659
650,653,3,200.5988463771659
650,653,2,110.5988463771659
650,653,1,135.5988463771659
650,653,1,105.5988463771659
653,604,1,98.08339376122788
650,653,4,200.5988463771659
650,653,2,195.5988463771659
650,653,1,155.5988463771659
604,653,1,188.08339376122788
604,499,1,121.57855110483032
604,653,1,203.08339376122788
604,499,1,121.57855110483032
604,653,1,218.08339376122788
604,653,1,118.08339376122788
604,499,1,126.57855110483032
604,653,1,263.08339376122785
650,653,1,170.5988463771659
604,653,1,193.08339376122788
604,653,1,188.08339376122788
604,653,2,183.08339376122788
604,653,1,178.08339376122788
604,499,1,116.57855110483032
604,653,2,143.08339376122788
96,248,1,136.57631366852297
96,248,1,131.57631366852297
604,653,1,198.08339376122788
604,653,1,193.08339376122788
604,653,1,188.08339376122788
604,499,1,121.57855110483032
604,499,2,126.57855110483032
604,653,1,218.08339376122788
604,499,1,131.57855110483032
604,653,1,228.08339376122788
650,653,1,270.5988463771659
653,604,1,198.08339376122788
653,604,1,173.08339376122788
650,653,1,210.5988463771659
650,653,1,250.5988463771659
653,604,1,178.08339376122788
650,653,1,285.5988463771659
650,653,1,280.5988463771659
650,653,1,275.5988463771659
653,604,1,193.08339376122788
650,653,1,200.5988463771659
653,604,1,188.08339376122788
653,604,1,193.08339376122788
650,653,1,255.5988463771659
650,653,1,250.5988463771659
650,653,2,245.5988463771659
653,604,1,158.08339376122788
653,604,2,168.08339376122788
653,604,2,173.08339376122788
653,604,4,178.08339376122788
653,604,1,183.08339376122788
650,653,2,275.5988463771659
650,653,1,270.5988463771659
653,604,1,248.08339376122788
653,604,1,183.08339376122788
653,604,1,188.08339376122788
653,604,1,168.08339376122788
653,604,3,173.08339376122788
650,653,1,270.5988463771659
653,604,1,178.08339376122788
653,604,2,163.08339376122788
653,604,1,153.08339376122788
653,604,1,163.08339376122788
499,604,1,81.57855110483032
604,499,1,66.57855110483032
604,499,1,101.57855110483032
707,706,1,61.86411557697323
604,499,1,66.57855110483032
604,499,1,76.57855110483032
604,499,1,81.57855110483032
604,499,1,91.57855110483032
604,653,1,188.08339376122788
604,653,1,178.08339376122788
604,499,1,111.57855110483032
604,653,1,158.08339376122788
604,499,1,71.57855110483032
604,499,1,86.57855110483032
604,653,3,188.08339376122788
604,653,1,183.08339376122788
604,653,1,178.08339376122788
604,653,1,93.08339376122788
604,499,1,116.57855110483032
604,653,1,173.08339376122788
604,653,2,168.08339376122788
604,653,2,163.08339376122788
707,706,1,71.86411557697323
604,499,2,91.57855110483032
604,499,1,96.57855110483032
604,499,3,101.57855110483032
604,653,1,198.08339376122788
604,653,2,193.08339376122788
604,653,3,188.08339376122788
604,499,1,121.57855110483032
604,499,1,126.57855110483032
604,653,1,183.08339376122788
604,653,1,173.08339376122788
604,653,1,168.08339376122788
604,499,1,81.57855110483032
604,499,1,96.57855110483032
604,499,2,101.57855110483032
604,499,4,106.57855110483032
604,653,4,198.08339376122788
604,653,5,193.08339376122788
604,653,1,188.08339376122788
604,653,1,108.08339376122788
604,653,2,103.08339376122788
248,96,1,121.57631366852296
604,653,1,153.08339376122788
604,499,1,126.57855110483032
248,96,1,136.57631366852297
604,653,1,193.08339376122788
604,653,1,178.08339376122788
604,653,1,173.08339376122788
604,653,3,168.08339376122788
604,653,1,78.08339376122788
604,499,1,96.57855110483032
604,499,5,101.57855110483032
604,499,6,106.57855110483032
604,499,6,111.57855110483032
604,499,3,116.57855110483032
604,653,1,218.08339376122788
604,653,2,213.08339376122788
604,653,5,208.08339376122788
604,653,8,203.08339376122788
604,653,10,198.08339376122788
604,653,5,193.08339376122788
604,653,2,108.08339376122788
604,653,1,138.08339376122788
604,499,1,131.57855110483032
96,248,1,136.57631366852297
248,96,1,131.57631366852297
604,653,1,183.08339376122788
604,653,1,178.08339376122788
604,653,1,173.08339376122788
604,499,1,106.57855110483032
604,499,3,111.57855110483032
604,499,4,116.57855110483032
604,499,1,121.57855110483032
604,653,1,213.08339376122788
604,653,1,208.08339376122788
604,653,3,203.08339376122788
604,653,1,198.08339376122788
650,653,1,300.5988463771659
650,653,2,280.5988463771659
653,604,2,203.08339376122788
650,653,1,315.5988463771659
650,653,1,305.5988463771659
653,604,1,223.08339376122788
650,653,1,330.5988463771659
653,604,1,203.08339376122788
653,604,1,228.08339376122788
650,653,1,290.5988463771659
650,653,2,275.5988463771659
650,499,1,180.9077520313411
653,604,1,193.08339376122788
653,604,2,198.08339376122788
653,604,2,203.08339376122788
650,653,1,315.5988463771659
650,653,1,310.5988463771659
650,653,4,305.5988463771659
650,653,3,300.5988463771659
650,653,1,220.5988463771659
650,653,2,210.5988463771659
650,653,2,205.5988463771659
650,653,1,230.5988463771659
653,604,1,213.08339376122788
653,604,1,218.08339376122788
650,653,1,280.5988463771659
650,653,2,270.5988463771659
653,604,1,183.08339376122788
653,604,2,188.08339376122788
653,604,3,193.08339376122788
653,604,4,198.08339376122788
653,604,5,203.08339376122788
650,653,3,310.5988463771659
650,653,3,305.5988463771659
650,653,5,295.5988463771659
650,653,1,290.5988463771659
650,653,1,225.5988463771659
653,604,1,208.08339376122788
650,653,1,280.5988463771659
650,653,1,270.5988463771659
650,653,1,265.5988463771659
650,653,1,170.5988463771659
653,604,2,173.08339376122788
653,604,3,188.08339376122788
653,604,4,193.08339376122788
653,604,12,198.08339376122788
653,604,7,203.08339376122788
650,653,1,300.5988463771659
650,653,6,295.5988463771659
650,653,6,290.5988463771659
650,653,7,285.5988463771659
650,653,2,200.5988463771659
650,653,2,195.5988463771659
653,604,1,258.08339376122785
650,653,1,220.5988463771659
653,604,1,208.08339376122788
653,604,2,188.08339376122788
653,604,5,193.08339376122788
653,604,4,198.08339376122788
650,653,1,290.5988463771659
650,653,6,285.5988463771659
653,604,1,203.08339376122788
650,653,2,205.5988463771659
650,653,1,175.5988463771659
653,604,1,93.08339376122788
653,604,2,98.08339376122788
653,604,2,108.08339376122788
650,653,1,205.5988463771659
650,653,6,200.5988463771659
650,653,1,195.5988463771659
650,653,1,115.5988463771659
650,653,1,110.5988463771659
653,604,1,93.08339376122788
653,604,1,98.08339376122788
653,604,2,103.08339376122788
653,604,1,108.08339376122788
650,653,1,210.5988463771659
650,653,1,200.5988463771659
650,653,1,195.5988463771659
650,653,2,190.5988463771659
650,653,1,105.5988463771659
650,653,1,100.5988463771659
650,653,1,310.5988463771659
653,604,1,153.08339376122788
650,653,1,230.5988463771659
604,653,1,268.08339376122785
604,653,1,208.08339376122788
604,653,1,223.08339376122788
604,653,1,193.08339376122788
604,653,1,168.08339376122788
604,499,1,121.57855110483032
604,499,1,126.57855110483032
604,653,2,208.08339376122788
604,653,1,88.08339376122788
96,248,1,106.57631366852296
96,248,1,171.57631366852297
604,653,1,208.08339376122788
653,604,1,148.08339376122788
653,604,1,123.08339376122788
650,653,1,155.5988463771659
653,604,1,143.08339376122788
604,653,1,143.08339376122788
604,653,2,138.08339376122788
604,499,1,126.57855110483032
604,653,1,188.08339376122788
604,653,1,178.08339376122788
604,653,1,203.08339376122788
96,248,1,131.57631366852297
604,653,1,238.08339376122788
604,653,1,158.08339376122788
604,653,1,143.08339376122788
96,248,1,131.57631366852297
604,653,1,193.08339376122788
604,653,1,188.08339376122788
604,499,2,116.57855110483032
604,499,1,121.57855110483032
604,499,2,126.57855110483032
604,653,1,213.08339376122788
604,653,1,128.08339376122788
604,653,2,123.08339376122788
96,248,1,126.57631366852296
604,653,1,223.08339376122788
604,653,1,198.08339376122788
653,604,1,188.08339376122788
653,604,1,188.08339376122788
650,653,1,285.5988463771659
653,604,1,198.08339376122788
650,653,1,255.5988463771659
650,653,1,205.5988463771659
650,653,2,285.5988463771659
650,653,1,275.5988463771659
653,604,1,188.08339376122788
653,604,1,183.08339376122788
653,604,1,188.08339376122788
653,604,3,193.08339376122788
650,653,2,255.5988463771659
650,653,1,250.5988463771659
650,653,3,245.5988463771659
650,653,2,240.5988463771659
653,604,1,168.08339376122788
653,604,1,173.08339376122788
653,604,1,183.08339376122788
