Vertiport,Latitude,Longitude,Grid_ID
Vertiport_1,37.7955643,-122.411075,782
Vertiport_2,37.7685643,-122.42457499999999,649
Vertiport_3,37.7955643,-122.39757499999999,783
Vertiport_4,37.7415643,-122.411075,518
Vertiport_5,37.7685643,-122.492075,644
Vertiport_6,37.7685643,-122.39757499999999,651
Vertiport_7,37.7955643,-122.438075,780
Vertiport_8,37.7280643,-122.45157499999999,449
Vertiport_9,37.7820643,-122.411075,716
Vertiport_10,37.7685643,-122.45157499999999,647
