Vertiport,Latitude,Longitude,Grid_ID
Vertiport_1,37.7955643,-122.42457499999999,781
Vertiport_2,37.7685643,-122.42457499999999,649
Vertiport_3,37.7685643,-122.465075,646
Vertiport_4,37.7820643,-122.411075,716
Vertiport_5,37.7415643,-122.42457499999999,517
