start,end,flow,distance,Time
653,604,1,198.08339376122788,T76
653,604,1,208.08339376122788,T76
650,653,1,280.5988463771659,T76
653,604,1,183.08339376122788,T76
650,653,2,260.5988463771659,T76
650,653,1,250.5988463771659,T76
650,653,1,290.5988463771659,T76
650,653,2,285.5988463771659,T76
650,653,1,275.5988463771659,T76
653,604,1,193.08339376122788,T76
653,604,2,198.08339376122788,T76
650,653,1,260.5988463771659,T76
650,653,3,255.5988463771659,T76
650,653,1,250.5988463771659,T76
650,653,4,245.5988463771659,T76
653,604,3,168.08339376122788,T76
653,604,1,173.08339376122788,T76
653,604,1,183.08339376122788,T76
650,653,2,275.5988463771659,T76
650,653,3,270.5988463771659,T76
650,653,1,180.5988463771659,T76
653,604,1,188.08339376122788,T76
653,604,2,193.08339376122788,T76
650,653,3,245.5988463771659,T76
650,653,1,240.5988463771659,T76
653,604,1,153.08339376122788,T76
653,604,2,163.08339376122788,T76
653,604,3,168.08339376122788,T76
653,604,1,173.08339376122788,T76
653,604,4,178.08339376122788,T76
650,653,3,280.5988463771659,T76
650,653,1,265.5988463771659,T76
650,653,1,235.5988463771659,T76
650,653,1,230.5988463771659,T76
650,653,1,225.5988463771659,T76
653,604,1,168.08339376122788,T76
650,653,1,270.5988463771659,T76
650,653,1,270.5988463771659,T76
499,650,1,150.9077520313411,T76
499,604,1,81.57855110483032,T76
499,650,1,175.9077520313411,T76
604,499,1,156.57855110483032,T76
604,653,1,158.08339376122788,T76
604,653,1,198.08339376122788,T76
604,653,1,88.08339376122788,T76
604,653,1,188.08339376122788,T76
604,653,1,168.08339376122788,T76
604,653,1,163.08339376122788,T76
604,653,2,158.08339376122788,T76
604,499,1,81.57855110483032,T76
604,499,1,96.57855110483032,T76
604,653,1,188.08339376122788,T76
604,499,2,116.57855110483032,T76
604,653,1,183.08339376122788,T76
604,653,3,168.08339376122788,T76
604,499,1,71.57855110483032,T76
604,499,1,81.57855110483032,T76
604,499,2,91.57855110483032,T76
604,499,4,96.57855110483032,T76
604,499,3,101.57855110483032,T76
604,499,2,106.57855110483032,T76
604,653,2,198.08339376122788,T76
604,653,1,188.08339376122788,T76
604,499,1,86.57855110483032,T76
248,96,1,156.57631366852297,T76
604,653,1,128.08339376122788,T76
604,499,1,96.57855110483032,T76
604,499,1,126.57855110483032,T76
604,653,3,173.08339376122788,T76
604,653,2,168.08339376122788,T76
604,653,3,163.08339376122788,T76
604,499,2,76.57855110483032,T76
604,499,3,91.57855110483032,T76
604,499,3,96.57855110483032,T76
604,499,7,101.57855110483032,T76
604,499,3,106.57855110483032,T76
604,653,1,208.08339376122788,T76
604,653,6,198.08339376122788,T76
604,653,2,193.08339376122788,T76
604,653,1,103.08339376122788,T76
499,604,1,126.57855110483032,T76
604,653,1,128.08339376122788,T76
604,499,1,121.57855110483032,T76
604,499,1,121.57855110483032,T76
248,96,1,136.57631366852297,T76
604,653,1,188.08339376122788,T76
604,653,1,183.08339376122788,T76
604,653,3,173.08339376122788,T76
604,653,1,163.08339376122788,T76
604,499,1,86.57855110483032,T76
604,499,1,91.57855110483032,T76
604,499,1,96.57855110483032,T76
604,499,3,101.57855110483032,T76
604,499,4,106.57855110483032,T76
604,499,10,111.57855110483032,T76
604,499,4,116.57855110483032,T76
604,653,2,213.08339376122788,T76
604,653,3,208.08339376122788,T76
604,653,4,203.08339376122788,T76
604,653,10,198.08339376122788,T76
604,653,2,193.08339376122788,T76
604,653,2,108.08339376122788,T76
499,604,1,126.57855110483032,T76
248,96,1,141.57631366852297,T76
604,499,1,131.57855110483032,T76
604,653,1,183.08339376122788,T76
604,653,1,178.08339376122788,T76
604,499,1,91.57855110483032,T76
604,499,2,111.57855110483032,T76
604,499,5,116.57855110483032,T76
604,499,1,121.57855110483032,T76
604,653,1,213.08339376122788,T76
604,653,1,208.08339376122788,T76
604,653,3,203.08339376122788,T76
604,653,1,198.08339376122788,T76
604,653,1,118.08339376122788,T76
653,604,1,223.08339376122788,T76
653,604,1,198.08339376122788,T76
653,604,1,213.08339376122788,T76
650,653,1,310.5988463771659,T76
650,653,2,285.5988463771659,T76
650,653,1,280.5988463771659,T76
650,653,2,275.5988463771659,T76
653,604,3,198.08339376122788,T76
653,604,1,203.08339376122788,T76
653,604,2,208.08339376122788,T76
653,604,1,213.08339376122788,T76
650,653,1,315.5988463771659,T76
650,653,1,310.5988463771659,T76
650,653,4,305.5988463771659,T76
650,653,5,300.5988463771659,T76
650,653,1,215.5988463771659,T76
650,653,1,205.5988463771659,T76
653,604,1,213.08339376122788,T76
653,604,1,218.08339376122788,T76
650,653,1,290.5988463771659,T76
650,653,1,280.5988463771659,T76
650,653,1,275.5988463771659,T76
650,653,1,270.5988463771659,T76
653,604,1,188.08339376122788,T76
653,604,2,193.08339376122788,T76
653,604,4,198.08339376122788,T76
653,604,10,203.08339376122788,T76
650,653,3,305.5988463771659,T76
650,653,1,300.5988463771659,T76
650,653,5,295.5988463771659,T76
650,653,1,290.5988463771659,T76
650,653,1,215.5988463771659,T76
650,653,1,210.5988463771659,T76
650,653,2,205.5988463771659,T76
650,653,1,200.5988463771659,T76
653,604,1,278.08339376122785,T76
650,653,1,305.5988463771659,T76
650,653,1,225.5988463771659,T76
650,653,1,275.5988463771659,T76
650,653,1,270.5988463771659,T76
650,653,1,265.5988463771659,T76
650,653,1,260.5988463771659,T76
653,604,1,183.08339376122788,T76
653,604,2,188.08339376122788,T76
653,604,6,193.08339376122788,T76
653,604,11,198.08339376122788,T76
653,604,2,203.08339376122788,T76
650,653,2,305.5988463771659,T76
650,653,4,300.5988463771659,T76
650,653,5,295.5988463771659,T76
650,653,15,290.5988463771659,T76
650,653,1,285.5988463771659,T76
650,653,1,205.5988463771659,T76
650,653,1,200.5988463771659,T76
650,653,1,195.5988463771659,T76
650,653,1,270.5988463771659,T76
650,653,6,285.5988463771659,T76
653,755,1,285.022630194032,T76
653,604,1,113.08339376122788,T76
653,604,1,123.08339376122788,T76
650,653,2,175.5988463771659,T76
653,604,1,93.08339376122788,T76
653,604,1,103.08339376122788,T76
653,604,3,108.08339376122788,T76
650,653,1,215.5988463771659,T76
650,653,1,210.5988463771659,T76
650,653,1,205.5988463771659,T76
650,653,2,200.5988463771659,T76
706,707,1,166.86411557697323,T76
650,653,1,110.5988463771659,T76
653,604,1,103.08339376122788,T76
653,604,1,108.08339376122788,T76
650,653,1,210.5988463771659,T76
650,653,1,200.5988463771659,T76
650,653,2,195.5988463771659,T76
650,653,1,190.5988463771659,T76
604,653,1,138.08339376122788,T77
604,653,1,188.08339376122788,T77
604,499,1,106.57855110483032,T77
604,499,1,121.57855110483032,T77
604,653,1,218.08339376122788,T77
604,499,1,121.57855110483032,T77
499,650,1,110.90775203134109,T77
604,653,1,303.08339376122785,T77
604,653,1,208.08339376122788,T77
650,653,1,245.5988463771659,T77
650,653,1,205.5988463771659,T77
650,653,1,200.5988463771659,T77
650,653,1,190.5988463771659,T77
650,653,1,235.5988463771659,T77
604,653,1,178.08339376122788,T77
604,653,1,138.08339376122788,T77
604,499,1,126.57855110483032,T77
96,248,1,136.57631366852297,T77
604,653,1,183.08339376122788,T77
604,499,1,116.57855110483032,T77
604,653,1,123.08339376122788,T77
96,248,4,136.57631366852297,T77
96,248,1,131.57631366852297,T77
604,653,1,208.08339376122788,T77
604,653,1,198.08339376122788,T77
604,653,2,188.08339376122788,T77
604,653,1,183.08339376122788,T77
604,499,2,116.57855110483032,T77
604,499,2,121.57855110483032,T77
604,499,2,126.57855110483032,T77
604,653,1,223.08339376122788,T77
604,653,1,218.08339376122788,T77
604,653,1,213.08339376122788,T77
604,653,1,148.08339376122788,T77
604,653,1,198.08339376122788,T77
604,499,1,121.57855110483032,T77
604,499,1,126.57855110483032,T77
604,499,1,131.57855110483032,T77
96,248,1,116.57631366852296,T77
96,248,1,136.57631366852297,T77
653,604,1,208.08339376122788,T77
650,653,1,275.5988463771659,T77
650,653,1,260.5988463771659,T77
650,653,1,255.5988463771659,T77
653,604,1,168.08339376122788,T77
653,604,2,178.08339376122788,T77
650,653,1,280.5988463771659,T77
650,653,1,220.5988463771659,T77
653,604,1,173.08339376122788,T77
650,653,1,260.5988463771659,T77
650,653,1,245.5988463771659,T77
653,604,1,163.08339376122788,T77
653,604,1,173.08339376122788,T77
653,604,1,178.08339376122788,T77
653,604,1,183.08339376122788,T77
650,653,2,280.5988463771659,T77
650,653,1,155.5988463771659,T77
650,653,1,220.5988463771659,T77
650,653,1,205.5988463771659,T77
650,653,1,200.5988463771659,T77
653,604,1,183.08339376122788,T77
653,604,1,193.08339376122788,T77
650,653,1,260.5988463771659,T77
650,653,2,255.5988463771659,T77
650,653,1,250.5988463771659,T77
650,653,1,245.5988463771659,T77
650,653,1,240.5988463771659,T77
653,604,1,168.08339376122788,T77
653,604,3,173.08339376122788,T77
653,604,2,178.08339376122788,T77
650,653,1,275.5988463771659,T77
650,653,1,270.5988463771659,T77
650,653,1,250.5988463771659,T77
650,653,2,240.5988463771659,T77
650,653,1,235.5988463771659,T77
653,604,2,148.08339376122788,T77
653,604,1,153.08339376122788,T77
653,604,5,163.08339376122788,T77
653,604,1,168.08339376122788,T77
653,604,1,173.08339376122788,T77
650,653,1,275.5988463771659,T77
650,653,1,270.5988463771659,T77
650,653,2,265.5988463771659,T77
653,604,1,183.08339376122788,T77
653,604,1,188.08339376122788,T77
650,653,1,230.5988463771659,T77
650,653,1,225.5988463771659,T77
653,604,1,168.08339376122788,T77
650,653,1,195.5988463771659,T77
650,653,2,225.5988463771659,T77
499,248,1,153.83101891150187,T77
499,650,1,165.9077520313411,T77
604,653,1,128.08339376122788,T77
604,499,1,76.57855110483032,T77
604,499,1,81.57855110483032,T77
604,653,1,173.08339376122788,T77
604,653,1,123.08339376122788,T77
604,653,1,153.08339376122788,T77
604,653,1,148.08339376122788,T77
604,653,1,188.08339376122788,T77
604,653,1,88.08339376122788,T77
604,653,1,163.08339376122788,T77
604,653,1,198.08339376122788,T77
604,653,1,193.08339376122788,T77
604,653,1,188.08339376122788,T77
604,653,3,183.08339376122788,T77
604,653,1,118.08339376122788,T77
604,653,1,113.08339376122788,T77
604,499,3,91.57855110483032,T77
604,499,3,96.57855110483032,T77
604,499,4,101.57855110483032,T77
604,499,1,106.57855110483032,T77
604,653,3,188.08339376122788,T77
604,653,1,123.08339376122788,T77
604,499,1,111.57855110483032,T77
604,499,2,116.57855110483032,T77
604,499,1,121.57855110483032,T77
604,653,4,173.08339376122788,T77
604,653,2,168.08339376122788,T77
604,653,2,163.08339376122788,T77
604,499,1,81.57855110483032,T77
604,499,4,91.57855110483032,T77
604,499,1,96.57855110483032,T77
604,499,4,101.57855110483032,T77
604,499,6,106.57855110483032,T77
604,653,3,198.08339376122788,T77
604,653,7,193.08339376122788,T77
604,653,1,188.08339376122788,T77
604,653,1,133.08339376122788,T77
604,653,1,128.08339376122788,T77
604,499,1,106.57855110483032,T77
604,499,2,121.57855110483032,T77
604,499,1,126.57855110483032,T77
604,499,2,131.57855110483032,T77
604,653,1,203.08339376122788,T77
604,653,2,178.08339376122788,T77
604,653,3,173.08339376122788,T77
604,653,1,168.08339376122788,T77
604,499,1,96.57855110483032,T77
604,499,5,101.57855110483032,T77
604,499,3,106.57855110483032,T77
604,499,9,111.57855110483032,T77
604,499,6,116.57855110483032,T77
604,653,1,203.08339376122788,T77
604,653,12,198.08339376122788,T77
604,653,1,193.08339376122788,T77
604,653,1,108.08339376122788,T77
499,604,1,121.57855110483032,T77
248,96,1,131.57631366852297,T77
604,653,2,178.08339376122788,T77
604,499,1,101.57855110483032,T77
604,499,1,111.57855110483032,T77
604,499,9,116.57855110483032,T77
604,499,1,121.57855110483032,T77
604,653,3,213.08339376122788,T77
604,653,2,208.08339376122788,T77
604,653,1,203.08339376122788,T77
604,653,1,198.08339376122788,T77
653,604,2,193.08339376122788,T77
653,604,2,213.08339376122788,T77
650,653,1,310.5988463771659,T77
653,604,1,218.08339376122788,T77
653,604,1,223.08339376122788,T77
650,653,1,285.5988463771659,T77
650,653,2,280.5988463771659,T77
650,653,1,275.5988463771659,T77
653,604,1,188.08339376122788,T77
653,604,1,198.08339376122788,T77
653,604,3,203.08339376122788,T77
653,604,2,208.08339376122788,T77
653,604,1,213.08339376122788,T77
650,653,1,315.5988463771659,T77
650,653,4,310.5988463771659,T77
650,653,5,305.5988463771659,T77
650,653,5,300.5988463771659,T77
650,653,1,295.5988463771659,T77
650,653,2,210.5988463771659,T77
653,604,1,183.08339376122788,T77
650,653,1,230.5988463771659,T77
653,604,2,218.08339376122788,T77
650,653,1,275.5988463771659,T77
650,653,1,270.5988463771659,T77
653,604,1,183.08339376122788,T77
653,604,4,198.08339376122788,T77
653,604,5,203.08339376122788,T77
653,604,1,208.08339376122788,T77
650,653,4,305.5988463771659,T77
650,653,2,300.5988463771659,T77
650,653,5,295.5988463771659,T77
650,653,1,290.5988463771659,T77
650,653,1,200.5988463771659,T77
653,604,1,183.08339376122788,T77
653,604,1,203.08339376122788,T77
653,604,1,208.08339376122788,T77
653,604,2,213.08339376122788,T77
653,604,1,223.08339376122788,T77
650,653,1,275.5988463771659,T77
653,604,1,173.08339376122788,T77
653,604,2,188.08339376122788,T77
653,604,5,193.08339376122788,T77
653,604,11,198.08339376122788,T77
653,604,2,203.08339376122788,T77
650,653,2,305.5988463771659,T77
650,653,1,300.5988463771659,T77
650,653,4,295.5988463771659,T77
650,653,10,290.5988463771659,T77
650,653,1,285.5988463771659,T77
650,653,2,205.5988463771659,T77
650,653,5,200.5988463771659,T77
650,653,1,205.5988463771659,T77
653,604,1,208.08339376122788,T77
650,653,1,270.5988463771659,T77
650,653,1,255.5988463771659,T77
653,604,1,188.08339376122788,T77
653,604,4,193.08339376122788,T77
650,653,1,290.5988463771659,T77
650,653,2,285.5988463771659,T77
650,653,1,200.5988463771659,T77
650,653,1,220.5988463771659,T77
650,653,1,130.5988463771659,T77
653,604,1,118.08339376122788,T77
650,653,1,190.5988463771659,T77
653,604,1,88.08339376122788,T77
653,604,2,108.08339376122788,T77
650,653,1,210.5988463771659,T77
650,653,2,200.5988463771659,T77
650,653,2,110.5988463771659,T77
653,604,2,103.08339376122788,T77
650,653,1,200.5988463771659,T77
650,653,1,195.5988463771659,T77
650,653,1,190.5988463771659,T77
604,653,1,218.08339376122788,T78
604,653,1,83.08339376122788,T78
604,653,1,133.08339376122788,T78
604,653,1,168.08339376122788,T78
604,653,1,273.08339376122785,T78
650,653,1,280.5988463771659,T78
604,653,1,208.08339376122788,T78
96,248,1,146.57631366852297,T78
653,604,1,133.08339376122788,T78
650,653,1,210.5988463771659,T78
650,653,1,200.5988463771659,T78
650,653,2,225.5988463771659,T78
650,653,1,190.5988463771659,T78
604,653,1,138.08339376122788,T78
604,499,1,126.57855110483032,T78
96,248,1,136.57631366852297,T78
604,653,4,183.08339376122788,T78
604,499,1,111.57855110483032,T78
604,499,1,116.57855110483032,T78
604,499,1,121.57855110483032,T78
604,499,1,126.57855110483032,T78
604,653,1,213.08339376122788,T78
604,653,3,208.08339376122788,T78
604,653,2,148.08339376122788,T78
604,653,2,143.08339376122788,T78
96,248,1,136.57631366852297,T78
96,248,1,131.57631366852297,T78
96,248,1,126.57631366852296,T78
604,653,2,203.08339376122788,T78
604,653,3,193.08339376122788,T78
604,653,1,188.08339376122788,T78
604,499,1,116.57855110483032,T78
604,499,3,121.57855110483032,T78
604,499,1,126.57855110483032,T78
604,499,1,131.57855110483032,T78
604,653,1,223.08339376122788,T78
604,653,1,218.08339376122788,T78
604,653,1,213.08339376122788,T78
604,653,1,208.08339376122788,T78
604,653,1,193.08339376122788,T78
96,248,2,136.57631366852297,T78
604,653,1,223.08339376122788,T78
604,499,1,126.57855110483032,T78
96,248,1,136.57631366852297,T78
650,653,1,285.5988463771659,T78
650,653,1,300.5988463771659,T78
650,653,1,285.5988463771659,T78
653,604,1,213.08339376122788,T78
650,653,1,260.5988463771659,T78
653,604,1,183.08339376122788,T78
653,604,1,188.08339376122788,T78
650,653,1,290.5988463771659,T78
653,604,2,198.08339376122788,T78
650,653,2,260.5988463771659,T78
650,653,2,250.5988463771659,T78
653,604,1,173.08339376122788,T78
653,604,2,183.08339376122788,T78
650,653,1,295.5988463771659,T78
650,653,1,285.5988463771659,T78
650,653,1,275.5988463771659,T78
650,653,1,305.5988463771659,T78
650,653,2,205.5988463771659,T78
653,604,2,183.08339376122788,T78
653,604,2,188.08339376122788,T78
653,604,1,193.08339376122788,T78
653,604,1,198.08339376122788,T78
650,653,2,255.5988463771659,T78
650,653,1,240.5988463771659,T78
653,604,1,153.08339376122788,T78
653,604,1,168.08339376122788,T78
653,604,3,173.08339376122788,T78
653,604,1,183.08339376122788,T78
650,653,1,270.5988463771659,T78
653,604,2,188.08339376122788,T78
653,604,1,198.08339376122788,T78
650,653,1,260.5988463771659,T78
650,653,1,245.5988463771659,T78
650,653,1,240.5988463771659,T78
650,653,1,235.5988463771659,T78
650,653,1,230.5988463771659,T78
653,604,1,158.08339376122788,T78
653,604,3,168.08339376122788,T78
653,604,1,173.08339376122788,T78
653,604,2,178.08339376122788,T78
650,653,1,275.5988463771659,T78
650,653,2,270.5988463771659,T78
650,653,1,265.5988463771659,T78
650,653,1,260.5988463771659,T78
650,653,1,180.5988463771659,T78
650,653,1,175.5988463771659,T78
653,604,3,163.08339376122788,T78
653,604,1,173.08339376122788,T78
706,707,1,56.86411557697323,T78
499,604,1,71.57855110483032,T78
604,653,1,123.08339376122788,T78
604,653,1,153.08339376122788,T78
604,653,1,108.08339376122788,T78
604,499,1,71.57855110483032,T78
604,653,1,153.08339376122788,T78
604,499,2,61.578551104830325,T78
604,653,1,183.08339376122788,T78
604,653,1,118.08339376122788,T78
604,499,1,111.57855110483032,T78
604,653,2,163.08339376122788,T78
604,499,1,76.57855110483032,T78
604,499,1,91.57855110483032,T78
604,653,1,188.08339376122788,T78
604,653,1,183.08339376122788,T78
604,653,1,93.08339376122788,T78
604,499,1,116.57855110483032,T78
604,653,1,168.08339376122788,T78
604,653,2,163.08339376122788,T78
604,499,1,81.57855110483032,T78
604,499,3,96.57855110483032,T78
604,499,2,101.57855110483032,T78
604,653,1,203.08339376122788,T78
604,653,1,193.08339376122788,T78
604,653,2,188.08339376122788,T78
604,653,2,183.08339376122788,T78
604,653,1,98.08339376122788,T78
604,499,1,106.57855110483032,T78
604,653,2,123.08339376122788,T78
604,499,1,101.57855110483032,T78
604,499,1,111.57855110483032,T78
604,499,1,121.57855110483032,T78
604,653,1,183.08339376122788,T78
604,653,2,178.08339376122788,T78
604,653,3,173.08339376122788,T78
604,653,1,168.08339376122788,T78
604,653,1,163.08339376122788,T78
604,499,4,96.57855110483032,T78
604,499,4,101.57855110483032,T78
604,499,5,106.57855110483032,T78
604,499,3,111.57855110483032,T78
604,653,2,203.08339376122788,T78
604,653,3,198.08339376122788,T78
604,653,6,193.08339376122788,T78
604,653,1,188.08339376122788,T78
604,499,1,121.57855110483032,T78
604,653,1,128.08339376122788,T78
604,653,2,183.08339376122788,T78
604,653,3,178.08339376122788,T78
604,653,1,173.08339376122788,T78
604,653,1,168.08339376122788,T78
604,499,1,81.57855110483032,T78
604,499,1,96.57855110483032,T78
604,499,1,101.57855110483032,T78
604,499,4,106.57855110483032,T78
604,499,15,111.57855110483032,T78
604,499,7,116.57855110483032,T78
604,653,1,213.08339376122788,T78
604,653,2,208.08339376122788,T78
604,653,4,203.08339376122788,T78
604,653,9,198.08339376122788,T78
604,653,1,108.08339376122788,T78
604,653,1,103.08339376122788,T78
96,248,1,136.57631366852297,T78
604,653,1,193.08339376122788,T78
604,653,1,188.08339376122788,T78
604,653,1,178.08339376122788,T78
604,499,2,111.57855110483032,T78
604,499,2,116.57855110483032,T78
604,653,1,213.08339376122788,T78
604,653,3,208.08339376122788,T78
604,653,5,203.08339376122788,T78
650,653,1,285.5988463771659,T78
653,604,2,213.08339376122788,T78
650,653,2,305.5988463771659,T78
650,653,1,215.5988463771659,T78
653,604,1,218.08339376122788,T78
650,653,1,285.5988463771659,T78
650,653,1,280.5988463771659,T78
650,653,1,185.5988463771659,T78
650,499,1,180.9077520313411,T78
653,604,1,193.08339376122788,T78
653,604,1,198.08339376122788,T78
653,604,1,203.08339376122788,T78
653,604,3,208.08339376122788,T78
650,653,2,315.5988463771659,T78
650,653,2,305.5988463771659,T78
650,653,3,300.5988463771659,T78
653,604,3,218.08339376122788,T78
650,653,1,280.5988463771659,T78
650,653,5,275.5988463771659,T78
650,653,2,270.5988463771659,T78
650,653,2,265.5988463771659,T78
653,604,2,193.08339376122788,T78
653,604,3,198.08339376122788,T78
653,604,7,203.08339376122788,T78
650,653,3,305.5988463771659,T78
650,653,5,300.5988463771659,T78
650,653,4,295.5988463771659,T78
650,653,1,290.5988463771659,T78
650,653,2,205.5988463771659,T78
650,653,2,200.5988463771659,T78
653,604,1,208.08339376122788,T78
653,604,1,213.08339376122788,T78
650,653,1,280.5988463771659,T78
650,653,2,270.5988463771659,T78
650,653,1,265.5988463771659,T78
650,653,1,260.5988463771659,T78
650,653,1,255.5988463771659,T78
653,604,1,183.08339376122788,T78
653,604,3,188.08339376122788,T78
653,604,9,193.08339376122788,T78
653,604,11,198.08339376122788,T78
653,604,1,203.08339376122788,T78
650,653,2,305.5988463771659,T78
650,653,2,300.5988463771659,T78
650,653,5,295.5988463771659,T78
650,653,6,290.5988463771659,T78
650,653,1,285.5988463771659,T78
650,653,1,205.5988463771659,T78
650,653,2,200.5988463771659,T78
650,653,1,195.5988463771659,T78
650,653,1,165.5988463771659,T78
653,604,1,183.08339376122788,T78
653,604,1,188.08339376122788,T78
653,604,4,193.08339376122788,T78
650,653,1,300.5988463771659,T78
650,653,1,290.5988463771659,T78
653,604,1,113.08339376122788,T78
650,653,1,210.5988463771659,T78
653,604,1,98.08339376122788,T78
650,653,1,180.5988463771659,T78
653,604,1,93.08339376122788,T78
653,604,1,103.08339376122788,T78
650,653,1,215.5988463771659,T78
650,653,2,210.5988463771659,T78
650,653,1,205.5988463771659,T78
650,653,1,200.5988463771659,T78
653,604,1,103.08339376122788,T78
650,653,2,205.5988463771659,T78
650,653,2,200.5988463771659,T78
650,653,1,195.5988463771659,T78
650,653,1,105.5988463771659,T78
653,604,1,88.08339376122788,T78
650,653,1,170.5988463771659,T79
604,653,1,183.08339376122788,T79
604,499,1,111.57855110483032,T79
604,653,1,113.08339376122788,T79
499,604,1,101.57855110483032,T79
604,499,1,126.57855110483032,T79
604,653,1,218.08339376122788,T79
604,653,1,263.08339376122785,T79
604,653,1,263.08339376122785,T79
96,248,1,166.57631366852297,T79
96,248,1,161.57631366852297,T79
650,653,1,245.5988463771659,T79
650,653,1,175.5988463771659,T79
650,653,1,205.5988463771659,T79
650,653,1,200.5988463771659,T79
650,653,1,140.5988463771659,T79
653,604,1,113.08339376122788,T79
604,653,1,193.08339376122788,T79
707,706,1,101.86411557697323,T79
604,653,1,138.08339376122788,T79
604,499,3,126.57855110483032,T79
96,248,1,136.57631366852297,T79
604,653,1,198.08339376122788,T79
604,653,1,183.08339376122788,T79
604,499,2,121.57855110483032,T79
604,653,2,213.08339376122788,T79
604,653,1,243.08339376122788,T79
604,653,3,143.08339376122788,T79
604,653,1,198.08339376122788,T79
604,653,1,193.08339376122788,T79
604,499,2,111.57855110483032,T79
604,499,2,116.57855110483032,T79
604,499,3,126.57855110483032,T79
604,499,1,131.57855110483032,T79
604,653,1,218.08339376122788,T79
604,653,2,213.08339376122788,T79
604,653,1,193.08339376122788,T79
96,248,1,121.57631366852296,T79
96,248,1,116.57631366852296,T79
604,653,1,203.08339376122788,T79
96,248,1,136.57631366852297,T79
650,653,1,270.5988463771659,T79
653,604,1,178.08339376122788,T79
650,653,1,265.5988463771659,T79
650,653,1,255.5988463771659,T79
653,604,1,163.08339376122788,T79
653,604,1,173.08339376122788,T79
650,653,1,285.5988463771659,T79
653,604,1,203.08339376122788,T79
650,653,2,255.5988463771659,T79
653,604,1,173.08339376122788,T79
653,604,1,178.08339376122788,T79
650,653,1,285.5988463771659,T79
650,653,1,275.5988463771659,T79
650,653,1,180.5988463771659,T79
653,604,1,168.08339376122788,T79
653,604,1,188.08339376122788,T79
653,604,2,193.08339376122788,T79
650,653,1,265.5988463771659,T79
650,653,1,245.5988463771659,T79
650,653,2,240.5988463771659,T79
653,604,1,153.08339376122788,T79
653,604,1,163.08339376122788,T79
653,604,4,168.08339376122788,T79
653,604,5,173.08339376122788,T79
653,604,1,178.08339376122788,T79
650,653,1,275.5988463771659,T79
650,653,2,270.5988463771659,T79
650,653,1,185.5988463771659,T79
653,604,2,178.08339376122788,T79
653,604,1,188.08339376122788,T79
650,653,2,245.5988463771659,T79
650,653,1,235.5988463771659,T79
653,604,5,168.08339376122788,T79
653,604,2,173.08339376122788,T79
653,604,1,178.08339376122788,T79
650,653,1,275.5988463771659,T79
650,653,2,265.5988463771659,T79
653,604,2,183.08339376122788,T79
650,653,1,180.5988463771659,T79
650,653,1,230.5988463771659,T79
650,653,1,250.5988463771659,T79
653,604,1,88.08339376122788,T79
499,650,1,160.9077520313411,T79
604,653,1,173.08339376122788,T79
604,653,2,153.08339376122788,T79
604,499,1,61.578551104830325,T79
604,499,1,86.57855110483032,T79
604,499,2,91.57855110483032,T79
604,653,1,158.08339376122788,T79
604,499,1,81.57855110483032,T79
604,499,1,96.57855110483032,T79
604,653,1,193.08339376122788,T79
604,653,1,188.08339376122788,T79
604,653,2,183.08339376122788,T79
604,653,1,178.08339376122788,T79
604,499,2,116.57855110483032,T79
604,653,1,178.08339376122788,T79
604,499,1,81.57855110483032,T79
604,499,3,96.57855110483032,T79
604,499,4,101.57855110483032,T79
604,499,1,106.57855110483032,T79
604,653,1,203.08339376122788,T79
604,653,1,198.08339376122788,T79
604,653,1,193.08339376122788,T79
604,653,4,188.08339376122788,T79
604,653,1,108.08339376122788,T79
604,653,1,103.08339376122788,T79
604,499,1,116.57855110483032,T79
604,499,2,121.57855110483032,T79
604,653,3,178.08339376122788,T79
604,653,4,173.08339376122788,T79
604,653,5,168.08339376122788,T79
604,653,1,163.08339376122788,T79
604,499,1,81.57855110483032,T79
604,499,3,86.57855110483032,T79
604,499,3,96.57855110483032,T79
604,499,5,101.57855110483032,T79
604,499,8,106.57855110483032,T79
604,653,7,198.08339376122788,T79
604,653,2,193.08339376122788,T79
248,96,1,121.57631366852296,T79
604,653,1,133.08339376122788,T79
604,499,2,121.57855110483032,T79
604,653,1,183.08339376122788,T79
604,653,1,178.08339376122788,T79
604,653,2,173.08339376122788,T79
604,653,2,163.08339376122788,T79
604,499,3,96.57855110483032,T79
604,499,4,106.57855110483032,T79
604,499,9,111.57855110483032,T79
604,499,5,116.57855110483032,T79
604,653,1,213.08339376122788,T79
604,653,2,208.08339376122788,T79
604,653,7,203.08339376122788,T79
604,653,9,198.08339376122788,T79
604,653,3,108.08339376122788,T79
604,653,1,103.08339376122788,T79
604,499,1,111.57855110483032,T79
604,499,2,126.57855110483032,T79
604,653,1,183.08339376122788,T79
604,653,1,178.08339376122788,T79
604,499,1,96.57855110483032,T79
604,499,2,111.57855110483032,T79
604,499,5,116.57855110483032,T79
604,499,1,121.57855110483032,T79
604,653,1,218.08339376122788,T79
604,653,1,213.08339376122788,T79
604,653,4,208.08339376122788,T79
604,653,2,203.08339376122788,T79
604,653,1,113.08339376122788,T79
650,653,1,320.5988463771659,T79
650,653,1,295.5988463771659,T79
650,653,2,290.5988463771659,T79
650,653,1,285.5988463771659,T79
650,499,1,185.9077520313411,T79
653,604,2,213.08339376122788,T79
650,653,2,320.5988463771659,T79
650,653,1,305.5988463771659,T79
653,604,1,193.08339376122788,T79
650,653,1,285.5988463771659,T79
650,653,2,275.5988463771659,T79
