Vertiport,Latitude,Longitude,Grid_ID
Vertiport_1,37.753086659896965,-122.42460335397266,354
Vertiport_2,37.61732452751165,-122.39120158761321,224
Vertiport_3,37.76831876142648,-122.47215816781402,371
Vertiport_4,37.680819627296586,-122.39549383989501,285
Vertiport_5,37.790082620478074,-122.40955496085262,432
